time,latitude,latitude_direction,longitude,longitude_direction,fix,numOfSat,horizontal_dilution,altitude,direct_of_altitude,altitude_location,speed,date
071851.00,3206.33505,N,03512.33836,E,1,08,0.00,639.0,M,, , 
071851.00,3206.33505,N,03512.33836,E, , , , , , ,2.426,300316
071853.00,3206.33466,N,03512.34046,E,1,08,0.00,637.9,M,, , 
071853.00,3206.33466,N,03512.34046,E, , , , , , ,2.431,300316
071854.00,3206.33454,N,03512.34145,E,1,08,0.00,637.5,M,, , 
071854.00,3206.33454,N,03512.34145,E, , , , , , ,2.433,300316
071856.00,3206.33433,N,03512.34332,E,1,08,0.00,636.2,M,, , 
071856.00,3206.33433,N,03512.34332,E, , , , , , ,2.435,300316
071858.00,3206.33398,N,03512.34527,E,1,08,0.00,635.4,M,, , 
071858.00,3206.33398,N,03512.34527,E, , , , , , ,2.439,300316
071900.00,3206.33361,N,03512.34706,E,1,08,0.00,636.0,M,, , 
071900.00,3206.33361,N,03512.34706,E, , , , , , ,2.441,300316
071902.00,3206.33335,N,03512.34900,E,1,08,0.00,637.0,M,, , 
071902.00,3206.33335,N,03512.34900,E, , , , , , ,2.444,300316
071904.00,3206.33311,N,03512.35095,E,1,08,0.00,638.2,M,, , 
071904.00,3206.33311,N,03512.35095,E, , , , , , ,2.447,300316
071905.00,3206.33284,N,03512.35176,E,1,08,0.00,638.1,M,, , 
071905.00,3206.33284,N,03512.35176,E, , , , , , ,2.448,300316
071906.00,3206.33249,N,03512.35263,E,1,08,0.00,637.3,M,, , 
071906.00,3206.33249,N,03512.35263,E, , , , , , ,2.449,300316
071908.00,3206.33172,N,03512.35443,E,1,08,0.00,635.9,M,, , 
071908.00,3206.33172,N,03512.35443,E, , , , , , ,2.451,300316
071909.00,3206.33140,N,03512.35534,E,1,08,0.00,636.5,M,, , 
071909.00,3206.33140,N,03512.35534,E, , , , , , ,2.453,300316
071910.00,3206.33104,N,03512.35624,E,1,08,0.00,635.5,M,, , 
071910.00,3206.33104,N,03512.35624,E, , , , , , ,2.454,300316
071911.00,3206.33072,N,03512.35705,E,1,08,0.00,636.4,M,, , 
071911.00,3206.33072,N,03512.35705,E, , , , , , ,2.454,300316
071913.00,3206.33002,N,03512.35902,E,1,08,0.00,635.8,M,, , 
071913.00,3206.33002,N,03512.35902,E, , , , , , ,2.458,300316
071914.00,3206.32957,N,03512.36006,E,1,08,0.00,635.4,M,, , 
071914.00,3206.32957,N,03512.36006,E, , , , , , ,2.461,300316
071916.00,3206.32918,N,03512.36200,E,1,08,0.00,635.2,M,, , 
071916.00,3206.32918,N,03512.36200,E, , , , , , ,2.464,300316
071918.00,3206.32878,N,03512.36334,E,1,08,0.00,635.2,M,, , 
071918.00,3206.32878,N,03512.36334,E, , , , , , ,2.462,300316
071920.00,3206.32788,N,03512.36479,E,1,08,0.00,636.0,M,, , 
071920.00,3206.32788,N,03512.36479,E, , , , , , ,2.462,300316
071921.00,3206.32714,N,03512.36549,E,1,08,0.00,635.5,M,, , 
071921.00,3206.32714,N,03512.36549,E, , , , , , ,2.462,300316
071923.00,3206.32572,N,03512.36658,E,1,08,0.00,636.4,M,, , 
071923.00,3206.32572,N,03512.36658,E, , , , , , ,2.459,300316
071924.00,3206.32496,N,03512.36727,E,1,08,0.00,637.0,M,, , 
071924.00,3206.32496,N,03512.36727,E, , , , , , ,2.459,300316
071926.00,3206.32356,N,03512.36828,E,1,08,0.00,636.6,M,, , 
071926.00,3206.32356,N,03512.36828,E, , , , , , ,2.456,300316
071928.00,3206.32212,N,03512.36910,E,1,08,0.00,637.0,M,, , 
071928.00,3206.32212,N,03512.36910,E, , , , , , ,2.451,300316
071930.00,3206.32071,N,03512.36955,E,1,08,0.00,635.9,M,, , 
071930.00,3206.32071,N,03512.36955,E, , , , , , ,2.444,300316
071932.00,3206.31921,N,03512.37012,E,1,08,0.00,638.6,M,, , 
071932.00,3206.31921,N,03512.37012,E, , , , , , ,2.438,300316
071934.00,3206.31772,N,03512.37082,E,1,08,0.00,638.3,M,, , 
071934.00,3206.31772,N,03512.37082,E, , , , , , ,2.433,300316
071935.00,3206.31706,N,03512.37095,E,1,08,0.00,638.9,M,, , 
071935.00,3206.31706,N,03512.37095,E, , , , , , ,2.428,300316
071936.00,3206.31637,N,03512.37085,E,1,08,0.00,639.8,M,, , 
071936.00,3206.31637,N,03512.37085,E, , , , , , ,2.422,300316
071937.00,3206.31567,N,03512.37067,E,1,08,0.00,639.3,M,, , 
071937.00,3206.31567,N,03512.37067,E, , , , , , ,2.414,300316
071939.00,3206.31411,N,03512.37056,E,1,08,0.00,637.6,M,, , 
071939.00,3206.31411,N,03512.37056,E, , , , , , ,2.403,300316
071941.00,3206.31261,N,03512.37076,E,1,08,0.00,637.7,M,, , 
071941.00,3206.31261,N,03512.37076,E, , , , , , ,2.394,300316
071943.00,3206.31107,N,03512.37085,E,1,08,0.00,636.1,M,, , 
071943.00,3206.31107,N,03512.37085,E, , , , , , ,2.385,300316
071945.00,3206.30953,N,03512.37144,E,1,08,0.00,638.3,M,, , 
071945.00,3206.30953,N,03512.37144,E, , , , , , ,2.38,300316
071947.00,3206.30794,N,03512.37276,E,1,08,0.00,642.0,M,, , 
071947.00,3206.30794,N,03512.37276,E, , , , , , ,2.382,300316
071948.00,3206.30715,N,03512.37344,E,1,08,0.00,642.7,M,, , 
071948.00,3206.30715,N,03512.37344,E, , , , , , ,2.381,300316
071950.00,3206.30541,N,03512.37469,E,1,08,0.00,647.7,M,, , 
071950.00,3206.30541,N,03512.37469,E, , , , , , ,2.382,300316
071951.00,3206.30447,N,03512.37536,E,1,08,0.00,647.7,M,, , 
071951.00,3206.30447,N,03512.37536,E, , , , , , ,2.383,300316
071953.00,3206.30260,N,03512.37645,E,1,08,0.00,648.7,M,, , 
071953.00,3206.30260,N,03512.37645,E, , , , , , ,2.384,300316
071955.00,3206.30121,N,03512.37695,E,1,08,0.00,652.2,M,, , 
071955.00,3206.30121,N,03512.37695,E, , , , , , ,2.379,300316
071956.00,3206.30057,N,03512.37756,E,1,08,0.00,654.2,M,, , 
071956.00,3206.30057,N,03512.37756,E, , , , , , ,2.379,300316
071958.00,3206.29938,N,03512.37863,E,1,08,0.00,658.9,M,, , 
071958.00,3206.29938,N,03512.37863,E, , , , , , ,2.377,300316
071959.00,3206.29878,N,03512.37950,E,1,08,0.00,661.5,M,, , 
071959.00,3206.29878,N,03512.37950,E, , , , , , ,2.379,300316
072000.00,3206.29816,N,03512.38014,E,1,08,0.00,661.5,M,, , 
072000.00,3206.29816,N,03512.38014,E, , , , , , ,2.379,300316
072002.00,3206.29679,N,03512.38068,E,1,08,0.00,663.9,M,, , 
072002.00,3206.29679,N,03512.38068,E, , , , , , ,2.374,300316
072003.00,3206.29609,N,03512.38062,E,1,08,0.00,666.5,M,, , 
072003.00,3206.29609,N,03512.38062,E, , , , , , ,2.369,300316
072004.00,3206.29542,N,03512.38068,E,1,08,0.00,665.8,M,, , 
072004.00,3206.29542,N,03512.38068,E, , , , , , ,2.365,300316
072006.00,3206.29403,N,03512.38043,E,1,08,0.00,664.0,M,, , 
072006.00,3206.29403,N,03512.38043,E, , , , , , ,2.355,300316
072008.00,3206.29276,N,03512.37996,E,1,08,0.00,663.7,M,, , 
072008.00,3206.29276,N,03512.37996,E, , , , , , ,2.343,300316
072009.00,3206.29214,N,03512.37999,E,1,08,0.00,662.4,M,, , 
072009.00,3206.29214,N,03512.37999,E, , , , , , ,2.339,300316
072011.00,3206.29079,N,03512.38034,E,1,08,0.00,661.0,M,, , 
072011.00,3206.29079,N,03512.38034,E, , , , , , ,2.333,300316
072012.00,3206.29004,N,03512.38047,E,1,08,0.00,660.6,M,, , 
072012.00,3206.29004,N,03512.38047,E, , , , , , ,2.329,300316
072013.00,3206.28932,N,03512.38047,E,1,08,0.00,658.8,M,, , 
072013.00,3206.28932,N,03512.38047,E, , , , , , ,2.325,300316
072014.00,3206.28855,N,03512.38054,E,1,08,0.00,657.6,M,, , 
072014.00,3206.28855,N,03512.38054,E, , , , , , ,2.322,300316
072015.00,3206.28772,N,03512.38062,E,1,08,0.00,656.8,M,, , 
072015.00,3206.28772,N,03512.38062,E, , , , , , ,2.319,300316
072017.00,3206.28599,N,03512.38110,E,1,08,0.00,654.8,M,, , 
072017.00,3206.28599,N,03512.38110,E, , , , , , ,2.316,300316
072018.00,3206.28514,N,03512.38141,E,1,08,0.00,654.4,M,, , 
072018.00,3206.28514,N,03512.38141,E, , , , , , ,2.314,300316
072019.00,3206.28429,N,03512.38162,E,1,08,0.00,652.0,M,, , 
072019.00,3206.28429,N,03512.38162,E, , , , , , ,2.312,300316
072020.00,3206.28348,N,03512.38207,E,1,08,0.00,650.4,M,, , 
072020.00,3206.28348,N,03512.38207,E, , , , , , ,2.311,300316
072022.00,3206.28206,N,03512.38332,E,1,08,0.00,648.5,M,, , 
072022.00,3206.28206,N,03512.38332,E, , , , , , ,2.312,300316
072023.00,3206.28139,N,03512.38407,E,1,08,0.00,648.2,M,, , 
072023.00,3206.28139,N,03512.38407,E, , , , , , ,2.313,300316
072025.00,3206.28039,N,03512.38578,E,1,08,0.00,646.7,M,, , 
072025.00,3206.28039,N,03512.38578,E, , , , , , ,2.316,300316
072027.00,3206.27928,N,03512.38730,E,1,08,0.00,646.1,M,, , 
072027.00,3206.27928,N,03512.38730,E, , , , , , ,2.319,300316
072029.00,3206.27790,N,03512.38826,E,1,08,0.00,645.9,M,, , 
072029.00,3206.27790,N,03512.38826,E, , , , , , ,2.319,300316
072030.00,3206.27707,N,03512.38869,E,1,08,0.00,644.9,M,, , 
072030.00,3206.27707,N,03512.38869,E, , , , , , ,2.317,300316
072032.00,3206.27564,N,03512.38966,E,1,08,0.00,642.5,M,, , 
072032.00,3206.27564,N,03512.38966,E, , , , , , ,2.318,300316
072033.00,3206.27502,N,03512.39021,E,1,08,0.00,643.1,M,, , 
072033.00,3206.27502,N,03512.39021,E, , , , , , ,2.318,300316
072034.00,3206.27422,N,03512.39031,E,1,08,0.00,643.2,M,, , 
072034.00,3206.27422,N,03512.39031,E, , , , , , ,2.314,300316
072036.00,3206.27265,N,03512.39029,E,1,08,0.00,642.0,M,, , 
072036.00,3206.27265,N,03512.39029,E, , , , , , ,2.308,300316
072037.00,3206.27194,N,03512.39044,E,1,08,0.00,641.6,M,, , 
072037.00,3206.27194,N,03512.39044,E, , , , , , ,2.305,300316
