time,latitude,latitude_direction,longitude,longitude_direction,fix,numOfSat,horizontal_dilution,altitude,direct_of_altitude,altitude_location,speed,date
090002.050,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.050,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.100,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.100,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.150,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.150,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.200,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.200,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.250,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.250,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.300,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.300,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.350,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.350,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.400,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.400,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.450,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.450,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.500,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.500,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.550,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.550,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.600,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.600,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.650,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.650,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.700,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.700,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.750,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.750,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.800,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.800,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.850,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.850,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.900,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.900,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090002.950,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090002.950,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.050,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.050,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.100,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.100,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.150,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.150,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.200,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.200,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.250,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.250,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.300,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.300,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.350,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.350,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.400,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.400,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.450,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.450,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.500,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.500,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.550,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.550,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.600,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.600,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.650,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.650,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.700,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.700,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.750,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.750,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.800,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.800,4051.258014,N,11907.080855,W, , , , , , ,0.0,
